"numero_aula";"codigo_aula";"modulo";"nome_modulo";"status_aula";"tipo_aula";"titulo_aula";"arquivo_md";"conteudo_principal";"fonte_decisao";"regra_continuidade"
"403";"M14.48";"M14";"Spring Boot, REST APIs e backend profissional";"CONCLUIDA_GERADA";"Aula pratica guiada";"Erros comuns em API REST";"403_M14_48_ERROS_COMUNS_EM_API_REST_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"404";"M14.49";"M14";"Spring Boot, REST APIs e backend profissional";"CONCLUIDA_GERADA";"Aula pratica guiada";"Checklist de produção inicial";"404_M14_49_CHECKLIST_DE_PRODUCAO_INICIAL_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"405";"M14.50";"M14";"Spring Boot, REST APIs e backend profissional";"CONCLUIDA_GERADA";"Projeto pratico guiado";"Projeto API OS parte 1 dominio e CRUD";"405_M14_50_PROJETO_API_OS_PARTE_1_DOMINIO_E_CRUD_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"406";"M14.51";"M14";"Spring Boot, REST APIs e backend profissional";"CONCLUIDA_GERADA";"Projeto pratico guiado";"Projeto API OS parte 2 validacoes e erros";"406_M14_51_PROJETO_API_OS_PARTE_2_VALIDACOES_E_ERROS_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"407";"M14.52";"M14";"Spring Boot, REST APIs e backend profissional";"CONCLUIDA_GERADA";"Projeto pratico guiado";"Projeto API OS parte 3 persistencia e filtros";"407_M14_52_PROJETO_API_OS_PARTE_3_PERSISTENCIA_E_FILTROS_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"408";"M14.53";"M14";"Spring Boot, REST APIs e backend profissional";"CONCLUIDA_GERADA";"Projeto pratico guiado";"Projeto API OS parte 4 testes e documentacao";"408_M14_53_PROJETO_API_OS_PARTE_4_TESTES_E_DOCUMENTACAO_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"409";"M14.54";"M14";"Spring Boot, REST APIs e backend profissional";"CONCLUIDA_GERADA";"Revisao tecnica";"Revisao tecnica Spring Boot APIs";"409_M14_54_REVISAO_TECNICA_SPRING_BOOT_APIS_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"410";"M14.55";"M14";"Spring Boot, REST APIs e backend profissional";"CONCLUIDA_GERADA";"Fechamento de modulo";"Fechamento do Modulo 14 Spring Boot";"410_M14_55_FECHAMENTO_DO_MODULO_14_SPRING_BOOT_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"411";"M15.01";"M15";"Seguranca de aplicacoes Java";"CONCLUIDA_GERADA";"Aula pratica guiada";"Fundamentos seguranca web";"411_M15_01_FUNDAMENTOS_SEGURANCA_WEB_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"412";"M15.02";"M15";"Seguranca de aplicacoes Java";"CONCLUIDA_GERADA";"Aula pratica guiada";"Threat modeling inicial";"412_M15_02_THREAT_MODELING_INICIAL_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"413";"M15.03";"M15";"Seguranca de aplicacoes Java";"CONCLUIDA_GERADA";"Aula pratica guiada";"OWASP Top 10 aplicado";"413_M15_03_OWASP_TOP_10_APLICADO_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"414";"M15.04";"M15";"Seguranca de aplicacoes Java";"CONCLUIDA_GERADA";"Aula pratica guiada";"CORS profundo";"414_M15_04_CORS_PROFUNDO_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"415";"M15.05";"M15";"Seguranca de aplicacoes Java";"CONCLUIDA_GERADA";"Aula pratica guiada";"CSRF quando importa em APIs";"415_M15_05_CSRF_QUANDO_IMPORTA_EM_APIS_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"416";"M15.06";"M15";"Seguranca de aplicacoes Java";"CONCLUIDA_GERADA";"Aula pratica guiada";"Security headers";"416_M15_06_SECURITY_HEADERS_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"417";"M15.07";"M15";"Seguranca de aplicacoes Java";"CONCLUIDA_GERADA";"Aula pratica guiada";"Hash de senha BCrypt Argon2 conceitual";"417_M15_07_HASH_DE_SENHA_BCRYPT_ARGON2_CONCEITUAL_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"418";"M15.08";"M15";"Seguranca de aplicacoes Java";"CONCLUIDA_GERADA";"Aula pratica guiada";"Spring Security arquitetura";"418_M15_08_SPRING_SECURITY_ARQUITETURA_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"419";"M15.09";"M15";"Seguranca de aplicacoes Java";"CONCLUIDA_GERADA";"Aula pratica guiada";"SecurityFilterChain";"419_M15_09_SECURITYFILTERCHAIN_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"420";"M15.10";"M15";"Seguranca de aplicacoes Java";"CONCLUIDA_GERADA";"Aula pratica guiada";"Login basico usuario em memoria";"420_M15_10_LOGIN_BASICO_USUARIO_EM_MEMORIA_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"421";"M15.11";"M15";"Seguranca de aplicacoes Java";"CONCLUIDA_GERADA";"Aula pratica guiada";"Autenticacao com banco";"421_M15_11_AUTENTICACAO_COM_BANCO_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"422";"M15.12";"M15";"Seguranca de aplicacoes Java";"CONCLUIDA_GERADA";"Aula pratica guiada";"JWT conceitos header payload signature";"422_M15_12_JWT_CONCEITOS_HEADER_PAYLOAD_SIGNATURE_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"423";"M15.13";"M15";"Seguranca de aplicacoes Java";"CONCLUIDA_GERADA";"Aula pratica guiada";"JWT implementacao login";"423_M15_13_JWT_IMPLEMENTACAO_LOGIN_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"424";"M15.14";"M15";"Seguranca de aplicacoes Java";"CONCLUIDA_GERADA";"Aula pratica guiada";"Validacao de token e filtros";"424_M15_14_VALIDACAO_DE_TOKEN_E_FILTROS_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"425";"M15.15";"M15";"Seguranca de aplicacoes Java";"CONCLUIDA_GERADA";"Aula pratica guiada";"Refresh token";"425_M15_15_REFRESH_TOKEN_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"426";"M15.16";"M15";"Seguranca de aplicacoes Java";"CONCLUIDA_GERADA";"Aula pratica guiada";"Roles authorities e permissoes";"426_M15_16_ROLES_AUTHORITIES_E_PERMISSOES_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"427";"M15.17";"M15";"Seguranca de aplicacoes Java";"CONCLUIDA_GERADA";"Aula pratica guiada";"Method Security";"427_M15_17_METHOD_SECURITY_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"428";"M15.18";"M15";"Seguranca de aplicacoes Java";"CONCLUIDA_GERADA";"Aula pratica guiada";"Autorizacao por regra de negocio";"428_M15_18_AUTORIZACAO_POR_REGRA_DE_NEGOCIO_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"429";"M15.19";"M15";"Seguranca de aplicacoes Java";"CONCLUIDA_GERADA";"Aula pratica guiada";"Erros de autenticacao e autorizacao";"429_M15_19_ERROS_DE_AUTENTICACAO_E_AUTORIZACAO_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"430";"M15.20";"M15";"Seguranca de aplicacoes Java";"CONCLUIDA_GERADA";"Aula pratica guiada";"Auditoria de acoes sensiveis";"430_M15_20_AUDITORIA_DE_ACOES_SENSIVEIS_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"431";"M15.21";"M15";"Seguranca de aplicacoes Java";"CONCLUIDA_GERADA";"Aula pratica guiada";"Secrets management";"431_M15_21_SECRETS_MANAGEMENT_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"432";"M15.22";"M15";"Seguranca de aplicacoes Java";"CONCLUIDA_GERADA";"Aula pratica guiada";"OAuth2 fundamentos";"432_M15_22_OAUTH2_FUNDAMENTOS_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"433";"M15.23";"M15";"Seguranca de aplicacoes Java";"CONCLUIDA_GERADA";"Aula pratica guiada";"OpenID Connect";"433_M15_23_OPENID_CONNECT_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"434";"M15.24";"M15";"Seguranca de aplicacoes Java";"CONCLUIDA_GERADA";"Aula pratica guiada";"PKCE";"434_M15_24_PKCE_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"435";"M15.25";"M15";"Seguranca de aplicacoes Java";"CONCLUIDA_GERADA";"Aula pratica guiada";"Keycloak ambiente local";"435_M15_25_KEYCLOAK_AMBIENTE_LOCAL_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"436";"M15.26";"M15";"Seguranca de aplicacoes Java";"CONCLUIDA_GERADA";"Aula pratica guiada";"Login com Keycloak";"436_M15_26_LOGIN_COM_KEYCLOAK_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"437";"M15.27";"M15";"Seguranca de aplicacoes Java";"CONCLUIDA_GERADA";"Aula pratica guiada";"Multi tenancy seguranca";"437_M15_27_MULTI_TENANCY_SEGURANCA_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"438";"M15.28";"M15";"Seguranca de aplicacoes Java";"CONCLUIDA_GERADA";"Aula pratica guiada";"LGPD para backend";"438_M15_28_LGPD_PARA_BACKEND_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"439";"M15.29";"M15";"Seguranca de aplicacoes Java";"CONCLUIDA_GERADA";"Aula pratica guiada";"Rate limiting seguranca";"439_M15_29_RATE_LIMITING_SEGURANCA_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"440";"M15.30";"M15";"Seguranca de aplicacoes Java";"CONCLUIDA_GERADA";"Aula pratica guiada";"Protecao contra mass assignment";"440_M15_30_PROTECAO_CONTRA_MASS_ASSIGNMENT_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"441";"M15.31";"M15";"Seguranca de aplicacoes Java";"CONCLUIDA_GERADA";"Aula pratica guiada";"Seguranca em DTOs e logs";"441_M15_31_SEGURANCA_EM_DTOS_E_LOGS_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"442";"M15.32";"M15";"Seguranca de aplicacoes Java";"CONCLUIDA_GERADA";"Aula pratica guiada";"Vulnerabilidades em dependencias";"442_M15_32_VULNERABILIDADES_EM_DEPENDENCIAS_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"443";"M15.33";"M15";"Seguranca de aplicacoes Java";"CONCLUIDA_GERADA";"Aula pratica guiada";"Testes de seguranca";"443_M15_33_TESTES_DE_SEGURANCA_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"444";"M15.34";"M15";"Seguranca de aplicacoes Java";"CONCLUIDA_GERADA";"Aula pratica guiada";"Testes de autorizacao";"444_M15_34_TESTES_DE_AUTORIZACAO_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
